userName;score;content;;;
rivandi yudha chusdiantoro;3;Entah ga tau orang IT indrever diubah kek gimana lagi, makin hari makin sepi aja tuh orderan. Bukanya memper mudah dapet orderan malah makin sulit, Padahal kita juga bayar ke apknya. Untuk sementara nilainya segini dulu aja soalnya makin merosot dari bulan-bulan sebelumnya.;;;
Jayadi RA;1;Ada bug yg buat sy slah pham pas tdi sy order. Ktika sy order bbrapa pngmudi ojol mmiliki range jrak yg sgt dkat dgn lokasi penjemputan sy. Tpi ktika sy 'terima', maps nya mlah mnunjukkan lokasi pngmudi ojol sgt jauh. Ini mmbuat sy slah pham dgn pngmudi ojol bhwa pngmudi ojol sgt jauh, pdhal trnyta jrak pngmudi ojol mmng dkt dgn titik pnjemputan dn sy smpe cancel 2x krna kslah phman ini. Tolong di evaluasi dan optimalisasi apknya. Oya, ktika sdh dlm tmpilan maps, ikon ojol tdk brgrak sm skli.;;;
Hardiyansah Ardi;1;Layanan pengaduan driver.. Sangat tidak memuaskan. Isi saldo dompet. Pakai Qris 25000 berhasil terkirim. Tapi di saldo dompet tidak masuk. Bener bener aneh, dan sangat mengecewakan. Bagai mana jika terjadi apa apa dengan driver di jalan.. Pihak indrver apa bertanggung jawab.;;;
Giansyah Ugi;5;Halo.. sekedar masukan aja.. kalau bisa tolong di beri teguran untuk Customer palsu yg sering membuat orderan luar kota dengan rute, tarif atau jumlah penumpang yang tidak masuk akal. Kasian driver2 disini th lg cari nafkah tapi banyak bgt orang2 yg iseng.. terimakasih;;;
Yoelianto 1927 (yanto duatujuh);1;Mengapa indrive sdh bagus² nama penumpang ditampilkan pada penilaian diupdate justru hilang. Programernya indrive jelek. 👎👎👎👎👎;;;
Rian Rendy JP;3;tolong diperbaiki lagi ya sistem maps dan jaraknya, masa jarak driver 70m, tapi sebenernya lebih dari ratusan, kasian sama drivernya juga penumpangnya, dikasih php. wkwk;;;
Ayah2putra Ayah;1;Saya suda kecewa dengan indriver . Semenjak aplikasi sering di ubah ubah . Pendapatan makin menurun drastis tadinya sebulan di angka 2,5 skrng jadi 8 ratus rebu ilang nya bnyk banget. Terpaksa ofline trus Sya udh mau 3 bulan gak narik pake app indriver . Pindah ke aplikasi sebelah . Lambat laun indriver akan hangus dengan sendirinya karna sistem nya tidak baik . Sering di ubah ubah gak jelas . Membuat para penggua tidak nyaman;;;
indra dhanar k;5;Update yg versi ini knp dihilangkan nama penumpang yg memberikan rating..?? Jadinya driver tdk tahu penumpang mana yg memberikan rating tsb krn skrng hanya dicantumkan PENUMPANG saja, bukannya nama penumpang seperti versi sblmnya. Adalah menjadi salah satu kebanggaan bagi driver jika tahu penumpang mana yg memberikan rating tsb.;;;
arviansyah “Mochamad arviansyah” arvi;1;Jadi driver indrive sekarang udah ga bisa di andelin, padahal akun udah lama perjalanan udah bnyak tapi semnjak sistem berubah udah ga bisa dapet orderan, apakah ini cara indrive buat matiin mitra nya??;;;
Ade Hendri;1;Tolong di perbaiki jika ada Notifikasi Order, jangan terlalu jauh, Notifikasi Order itu yg jarak terdekat dengan Driver. Setelah saya ikuti petunjuk yg anda perintahkan, masih tidak ada perubahan, masih tetap seperti itu, segera di perbaiki sistem nya, Untuk Tarif pun tidak Relevan disitu tertera /km nya 2400 an, koq jarak 6,6 km, hanya dikenakan tarif 10.000, itu ngaco namanya;;;
Budi;1;Dapat ordetan dengan jarak 1 menit. Penumpang di chating gak di respon, di telpon juga gak di respon. Driver pilih batal kan pesanan dengan alasan order palsu kaeena sdh menunggu terlalu lama, malah saldo terpotong dan tidak di ada pengembalian saldo! Jadi untuk apa alasan order palsu dan saldo driver tidak di kembalikan? Aplikasi sebelah tidak pernah ambil saldo driver jika driver batalkan pesanan dgn alasan apapun! Parah memang indriver, seenaknya ambil jerih payah driver!!;;;
ABA 2021;1;Aplikasi macam apa ini?,,akun VETERAN perjalanan ribuan,,disuruh daftar ulang, UDAH daftar malah di TOLAK.,motor baru ,pajak TAAT ,,aplikasi aneh dan membagongkan.,, aplikasi SAMPAH,,,saya minta hapus DATA HISTORY SAYA ,,sudah saya email, delete secepatnya !!!,,,udah beberapa kali di email,ko belum di hapus datanya!;;;
Denz Lendra;5;Setelah update kenapa nama nama penumpang jadi tidak ada,alangkah baik nya di adain seperti sebelumnya nya,jadi kita tau yang ngasih ulasan jelek ataw bagus nya,1 lagi buat lelangan kecepatan loading search nya di percepat terkadang kita sudah pergi dari lokasi udah jauh baru masuk lelangan,tolong di perbaiki buat kita para rider itu sangat merugikan, terimakasih;;;
Taufiq Shaleh;1;Prio dan prio disamakan. Percuma war jaket dan helm. Sering error, susah lelang, sering ditolak dan ketika order masuk penumpang membatalkan. Indrive seharusnya lebih jelas soal status prio dan non prio;;;
Amri Fauzi;1;Indriver kenapa makin lama sistem makin ancur? Akun veteran kalah sama akun pemula Jarak 300 meter bisa gk masuk lelang, malah akun pemula yg masuk lelang dan urutan teratas, kasihani kami yg uda merintis dan berjuang demi indriver dri awal.;;;
Made Harsono;1;Apk yang lama layak dapet bintang 5 . 1 . Histori orderan ada . Minimal 5 orderan . Mantap . 2 . Nana2 cs yang ngasih bintang ada . Mantap . Tapi Apk yang sekarang seperti nya untuk bintang 1 aja sungguh tidak layak . Semua kedua isi tadi di hilang kan. Sungguh2 apk nya apa admin nya yang tidak mengerti aku juga bingung . Orang itu kalau bikin perbaruan harus nya lebih baik dari yang awal . Ini 1000% . Lebih amburadul . Semoga admin tidak tuli untuk mendengar kan ini .;;;
Erico Lumban Raja;1;Aplikasi buruk, banyak bugnya. 1. Penjemputan sama tujuan bisa lebih jauh penjemputan, 2. Waktu tertulis dengan jarak peta tidak sesuai, 3. Terlalu aneh peta yg digunakan sehingga sering stuck perjalanan driver maupun penumpangnya. Sampah, Ini terakhir saya pakai aplikasinya!;;;
Jendro Chavez Humamping;1;Sudah berhasil di verifikasi masih muncul notif gagal vervikasi, minta upload foto mobil padahal saya mendaftar motor. Semakin hari semakin aneh!! Saldo masih banyak tapi tidak bisa di pakai karena selalu minta verifikasi;;;
CANDRA PAPANGGA;1;bintang satu, kurang profesional bagian chekout nya. sudah 1 Minggu melakukan pendaftaran, tak kunjung lulus verifikasi berkas yang di unggah asli semua. namun notifikasi dari sistem katanya milik orang lain dan atau palsu... justru yang marak adalah joki akun, modal foto SIM aja bisa lulus verifikasi🤦🙏🙏 kenapa ya ??? disalahgunakan oleh bagian chekout😁👍 salam satu Aspal dari Sulawesi Utara gbu;;;
Andi Suselo;5;Kalau bisa bunyi nada order masuk nyaring agak panjang seperti aplikasi sebelah , supaya bisa terdengar waktu di jalanan macet , saya sering gak kedengaran waktu order masuk 🙏🙏👍;;;
Juni Kim;3;Kalo auto kan otomatis driver pilih sesuai harga terendah costumer jadi ngapain di lelang lagi dh kayak undian aja ini lotree indriver kecuali kalo manual nah baru tuh di lelang terserah penumpang pilih nya lah auto kasih lgs aja yg dapet kayak aplikasi lainnya .;;;
Moses Sembiring;1;Aplikasi sangat mengecewakan, semenjak dicritical muncul bisa nya driver baru yg di utamakan di lelang kami driver lama belakangan, makin hari makin ntah Cemana aplikasi indraver ini sangat mengecewakan, bagus balek aja ke non critical;;;
Joko Bimo Prasetiyo;5;Aplikasinya ngebug kemaren hilang autobid sekarang autobid sudah ada lagi tpi ada bug baru lgi order masuk tapi di driver ga nongol dan di lihat riwayat orderan ada order yg di cancel penumpang dan chat penumpang baru pada masuk stelah pembatalan order.. tolong di perbaiki;;;
Purnama Alam;1;Ini aplikasi abal abal Akun driver bisa di jual belikan, ngirim barang udh 2 kali ga sampai tujuan. Ngehub ke call center ga guna ! Jangan tergiur sama ongkos murah tapi barang hilang atau nyawa penumpang di jalan terabaikan !;;;
Mario Lembong;1;tawar otomatis seperti ga berfungsi, mod terlalu banyak, setelah autobid nyala ehh yg masuk tawaran seharga 10.000 untuk jarak 3 km, sangat merugikan, setelah minta dinaikin malah dibatalkan penumpang, dan akun di blokir selama seminggu, kan b a n g k e namanya, sangat merugikan, kalo ada kantornya, pasti udah lama didemo;;;
MOH BAHRI;2;Sudah oke sih , tapi skrng gak bisa hubungi penumpang lewat WA , terkadang penumpang susah di hubungi kalau lewat aplikasi indi nya , kalau bisa untuk kembalikan bisa hubungi lewat wa penumpang;;;
Kurosagi Tedi;5;Update terbaru untuk bandung sangat kacau, map tidak sesuai . Prioritas hilang . Orderan history hilang . Argo ada yang 7000 . Jarak jemput autobid sampai 3 km . Autobid berfungsi sepenuhnya;;;
Jefran Laia;4;Dari awal saya pakai indriver bagus tp akhir2 ini orderan sangat minim bahkan ranting saya dari awal bagus tiba2 turun entah kenapa padahal nggk pernah saya batalkan orderan;;;
eko prabowo;1;Semua aplikasi transportasi online bersaing dengan tarif murah-murah han.tidak sepadan dngan modal yang kita keluarkan puluhan bahkan sampai ratusan juta dengan hasil kecil itu pun kalau beruntung ada juga yang rugi waktu & tenaga.;;;
Ndriaja21 Aja;5;Tolonglah perbaiki sistem lelangnya,masa saya jarak yg dibawah 200 meter selalu ditolak,pernah saya nanya konsumen,jarak dkt tp posisi lelangan dibawah,...di apk konsumen beda dgn aplikasi driver;;;
Widiyarti Cans;1;Makin kesini makin menyusahkan para driver khususnya yg sudah VETERAN dan sistem makin menyulitkan driver serta customer hilang berpindah haluan ke duo ijo CEPAT benahi sistem sebelum customer pindah HALUAN !!!!;;;
Tri Oktavian Rachmadhana;1;Ini developernya ngapain? Konsepnya kan tawar menawar, untuk apa dibuat fitur otomatis terima perjalanan? Kalau gitu harga jadi terserah customer dong. Dan setelah update orderannya bener bener semakin sedikit, 3 hari nyoba setelah lama gak aktif kok bisa 6 jam di tiap harinya dapet rata rata dibawah 50rb. Map nya juga sering eror, titik jemput dimana destinasi dimana, rutenya ngaco Tolong kembalikan versi sebelumnya wahai developer;;;
Mr. Dhimas Afrianto; S.M.;08/08/24 11.54;Pihak indrive, tolong non tunainya dibuat secara otomatis. Jadi gak perlu manual. Banyak yg ngira udah otomatis. Padahal bayarnya masih manual.;;
Itto Ariyan;1;Lelang selalu kalah, autobid selalu gak dapet, ada ket kadaluwarsa, aneh bgt. Alhasil ZONK seminggu. Apakah patut dipertahankan dengan begini.;;;
Ivan Ivaltinus Silitonga;1;Sistem pemotongan dana sangat jelek. Saya kena orderan fiktif 500rb, saldo di potong ppn. Memang sih pengembalian tpi harus menunggu, mengapa saldo terpotong padahal pembatalan orderan. Sangat mengganggu ...Semoga sistem pemotongan di ubah, agar tidak mengganggu..;;;
Jaka Pratama Putra;1;"Ku kira bisa jadi ""penyelamat"" saat aplikasi sebelah gagu, tp ternyata makin parah daripada aplikasi sebelah!!!!!!! Susah banget dapat orderan, apalagi banyak OFIK nya!!!!!!!! Hadeeeeeeeeeehhhhh!!!!!";;;
Marakes GR;4;Mod merajalela !!! Jarak dekat ga prnah masuk lelangan, bug sistem hampir setiap hari, sangat merugikan Driver yang hanya mengandalkan 1 aplikasi inDrive saja.;;;
Melky Manengkey;1;Rating 4.97 tiba tiba turun 4.82 padahal gak pernah cancel orderan, sopan, tiba di tempat tidak melebihi waktu yg di tentukan, mengemudi hati2, selalu selesaikan perjalanan, gak pernah dapat 1 bintang. Semua ulasan cs bagus.. Ditambah jarak pengantaran hampir 5km biaya hanya 10rb dikurangi pajak,ppn yg diterima pengemudi hanya Rp 8900 belum lagi cs bawa anak bertiga di motor, jalan berkelok kelok naik turun gunung...;;;
Zhafran pratama putra;1;App yg tidak memprioritaskan mitranya. Ongkos 12.000 di kasih AC mobil nyaman. Sedangkan BBM di Indonesia makin kesini semakin mahal. Tolong naikan ongkosnya biar memanusiakan manusia.;;;
yanuar nurcahyo;5;Untuk mode autobid otomatis lebih baik lagi kalo ada popup yg muncul di layar,karena selama saya menggunakan aoutobid otomatis orderan yg masuk selalu terlewatkan,;;;
Timothy Tuela;3;Sistem sudah lebih baik dari sebelumnya. Tapi tolong untuk fitur penilaian driver ke penumpang untuk di tambahkan kolom komentar agar supaya pihak driver bisa lebih afil dalammeninjau laporan dari penumpang. Terima kasih Dengan menyembunyikan nomor telepon pelanggan, menambah kesulitan driver menghubungi pelanggan. Karena pelanggan jarang balas chat driver, dan telepon aplikasi sering bermasalah.;;;
Handri Setyanda;4;Mulai banyak perbaikan,tp msh ada bug..tiap x keluar aplikasi,buka kembali aplikasi, sll looping. Hrs keluar lg aplikasi, buka lagi..baru bisa kebuka.;;;
Lugie rasyied;1;Jarang dapat orderan, malah bisa dibilang belum pernah lebih dari 2 orderan atau tidak sama sekali !!! KADUHUNG MEULI ATRIBUT. TAPI CAN DIBERE ORDERAN !!!;;;
Sabar Uddin;1;Tolong dong auto bitnya pakek jarak,gak ngotak aja jarak penjemputan bisa 5km,mau gk mau orderan terpaksa di cancel,parahnya lg kalo di cancel/mengcancel orderan akun jadi anyep bahkan bisa kena blokir pakek batas jarak min autobitnya;;;
Arifin David;3;Order otomatis GK pernah dpt lg , harus nyocol lelangan . Tampilan aplikasi model radar kayak radar di kapal, kenapa tampilan y di bikin kayak aplikator sebelah ?? ( pake tampilan peta lebih enak di liat ) . Maaf tarik 2 bintang dl jd 3 bintang. Trm kasih .;;;
frreak tobeat;1;orderan palsu tidak di berantas patut di duga permainan orang dalam supaya saldo driver pindah ke indriver tanpa pengembalian, saya korban orderan yg jelas palsu, sudah lapor, tapi saldo tidak kembali, padahal langkah² pembatalan sudah sesuai ketentuan.;;;
Muhammad Bayu;1;Sistem nya masih sering bug dan dikala ada ordera dekat ga kepilih dan juga akun akun kecil yang di atas akun yang lama lama nya di abaikan;;;
Ace D;4;kebiasaan setelah di update malah error, entah itu pas log in stuck di tulisan fair deal. atau pas udah bisa log in ada orderan malah ga bisa di klik. jadinya rudet sayang;;;
Wildan Jamaludin;5;Indrive makin kesini makin ancur,masuk lelangan di tolak terus jarak kurang dari 200meter,aplikasi sering error',pantesan penumpang pada pindah ke aplikasi sebelah bukannya makin mudah malah makin sulit pendapatan,jalan tiap hari frekuensi gak berubah ubah,ancur;;;
Victori Antareja;5;sering kali utk lokasi atau mapnya yg kurang akurat dan tepat.jadi tidak begitu bisa cepat dan kalau ada komplain mau kemana ya.itu yg bingung.;;;
Abdul Manan;5;Saya sangat suka dengan inDriver, saya sebagai Driver sedikit kecewa terkadang saat waktu penjemputan sampai titik jemput di cancel, dengan alasan customer. driver di aplikasi tidak terlihat bergerak menjemput🙏;;;
Fransiskus Marcell. I;4;Katanya bisa tawar menawar tapi customer di tawar 5rb lebih tinggi aja sering tidak mau. Terus tarifnya mohon di perbaiki biar sama2 menguntungkan untuk pihak driver juga jangan penumpang saja yang di untungin;;;
Rizqi Ardliansyah;2;Saya sangat kecewa dengan aplikasi sekarang, verifikasi gagal terus sudah brapa hari, padahal akun saya dari bikin 2021, atribut ada bahkan PP pakai atribut,untuk verifikasi selalu gagal apakah selama ini pihak indriver tidak memantau para driver.;;;
Yono Prasojo;5;The Best...,perjalanan udah 5361 blm prioritas tp stiap ada penawaran slalu kalah sm yg perjalanan baru ratusan tp prioritas pdhal jarak lbh dkt ke sy...,apa penilaianny karena bs beli jaket atau mobilitas driverny...?kl dikalkulasi perjlnan diats 5361 jg udh kontribusi ke indriver yg ga sdikit...,trus yg pake mod jg msh merajalela...,mhn pencerahan....,;;;
Devid CMumek;1;Kualitas tarif dan jarak tidak sesuai harga yang standar apk masih bisa di turunkan oleh penumpang saya sebagai driver mobil mendapatkan orderan dari perum gpi paniki Manado ke Megamall dengan tari yg sudah d edit dengan harga 32000 ribu sedangkan harga asli yg d berikan indriver sebesar 58000 ribu saya harap kedepannya tarif normal indriver sudah paten dan tidak bisa di turunkan dari harga aslinya apk indriver;;;
ruth chatrine;3;ngeri banget naik ongkosnya wehhhhh, bukannya apa ya jujur aja apknya tambah aneh tambah aneh malah tambah susah dapet driver masa iya driver 1km waktu jemput hanya 1mnt? terus kadang nyari driver yg deket susah banget yg nyangkut malah yg jauh. Minta tolong di perbaikilah, kasian customer dan drivernya klu begini mah;;;
Mytic Empires;3;Dear Development inDrive, aplikasi ini bagus hanya saja titik driver dengan cs kebanyakan jauh, dan susah diambil orderan karena terlalu cepat, lebih bagus 1 peraturan saja seperti aplikasi lain akan lebih baik dari pada menggunakan sistem seperti sekarang, semoga dapat dirubah cara kerja sistem inDrive. Terimakasih;;;
Misbachul Hikam;2;"Apl yg nyusahin driver , autobid jarak 7nya gak ad yg deket . Udah gitu kadang"" udah dekat malah dibatalin . Capek banget pake apl ini , makin updete makin parah ....mapnya juga ribet.Lebih aneh lagi , setelah dibatalin saldo tetep kepotong";;;
17_Mohammad Haryst Daryaly;3;Pilih indriver karna emang murah dan ada fitur tawarnya, tapi update sekarang bikin saya gamau pake lagi. Awalnya tarif ke kantor 20k pas update jadi 27k, naiknya jauh banget. Jadi persih kaya aplikasi lain harganya, mending aplikasi sebelah kasih harga segitu, lah di indriver tawar harga cuman turun 1k sedangkan aplikasi sebelah bisa turun karna voucher 4-5k. Mana lokasinya sering diarahinnya gajelas pula, pas pesannya juga rutenya sengaja dipilih yang jauh supaya tarifnya mahal.;;;
